"iso3","year","loan"
"NAM",2008,9.54
"NAM",1999,59.64
"NAM",2011,40.79
"NAM",1997,18.92
"NAM",2013,-34.18
"NAM",2018,-18.51
"NAM",2000,38.29
"NAM",2001,9.11
"NAM",2012,-29.16
"NAM",2009,74.37
"NPL",2014,44.57
"NPL",2013,52.44
"NPL",1996,50.06
"NPL",2015,295.08
"NPL",2016,221.79
"NPL",1997,43.14
"NPL",1998,53.47
"NPL",2006,13.33
"NPL",2005,-31.77
"NPL",1999,39.84
"NPL",2011,2.18
"NPL",2007,7.16
"NPL",1995,73.43
"NPL",2018,729.02
"NPL",2019,672.51
"NPL",2010,1.77
"NPL",2009,-41.3
"NPL",2008,-129.04
"NPL",2004,49.42
"NPL",2002,1.45
"NPL",2017,424.56
"NPL",2003,86.46
"NPL",2001,44.98
"NPL",2012,-19.4
"NPL",2000,61.64
"NCL",1998,-25.03
"NCL",1995,22.51
"NCL",1996,-22.95
"NCL",1997,-37.66
"NCL",1999,0.93
"NIC",2000,131.9
"NIC",2001,41.07
"NIC",2007,112.87
"NIC",2014,176.61
"NIC",2019,222.88
"NIC",2002,73.34
"NIC",2013,176.77
"NIC",2017,342.64
"NIC",2006,-1030.25
"NIC",2018,156.11
"NIC",2015,211.46
"NIC",2005,41.15
"NIC",2012,194.82
"NIC",2004,-146.16
"NIC",1999,179.69
"NIC",1997,28.09
"NIC",1996,153.63
"NIC",2010,111.38
"NIC",2016,159.26
"NIC",2009,146.45
"NIC",2003,130.1
"NIC",1998,49.87
"NIC",1995,30.83
"NIC",2011,57.99
"NIC",2008,45.55
"NER",2002,95.74
"NER",2007,88.68
"NER",2001,53.26
"NER",2017,386.23
"NER",2004,31.7
"NER",2015,173.11
"NER",2016,234.69
"NER",2008,43.34
"NER",1998,61.49
"NER",1997,70.4
"NER",2019,360.27
"NER",2012,161.88
"NER",1996,11.55
"NER",1999,9.63
"NER",2005,62.22
"NER",2000,50.78
"NER",2013,163.66
"NER",2018,240.08
"NER",2011,93.29
"NER",2003,105.3
"NER",2006,-1256.26
"NER",1995,-4.18
"NER",2010,55.44
"NER",2009,47.83
"NER",2014,121.32
"NGA",2000,55.29
"NGA",1999,61.1
"NGA",2017,987.47
"NGA",2015,908.4
"NGA",2011,696.72
"NGA",2008,246.27
"NGA",2004,169.44
"NGA",1997,90.24
"NGA",1995,100.56
"NGA",1998,119.31
"NGA",2012,519.64
"NGA",2014,939.31
"NGA",2016,756.53
"NGA",2007,473.4
"NGA",2002,55.14
"NGA",2003,28.67
"NGA",2005,357.98
"NGA",2019,1295.38
"NGA",2009,493.94
"NGA",2006,-272.89
"NGA",1996,82.16
"NGA",2010,1045.89
"NGA",2001,-10.05
"NGA",2013,810.51
"NGA",2018,1150.37
"MKD",2000,47.26
"MKD",2005,17.05
"MKD",2018,-43.22
"MKD",1997,54.43
"MKD",1996,44.14
"MKD",2009,12.37
"MKD",1999,70.3
"MKD",2010,18.87
"MKD",2004,16.17
"MKD",2015,51.85
"MKD",2017,-68.66
"MKD",2006,6.34
"MKD",2019,-22.62
"MKD",2003,28.83
"MKD",2008,12.39
"MKD",2012,11.49
"MKD",1995,42.74
"MKD",2013,64.92
"MKD",2002,32.17
"MKD",2014,26.28
"MKD",2016,-27.74
"MKD",2011,29.67
"MKD",2007,6.05
"MKD",2001,30.7
"MKD",1998,55.91
"MNP",1995,-0.2
"MNP",1996,-1.63
"OMN",2003,-5.73
"OMN",2001,-20.01
"OMN",2007,-68.01
"OMN",2006,4.23
"OMN",1995,26.16
"OMN",2004,4.64
"OMN",1996,24.89
"OMN",2002,-2.36
"OMN",1997,11.79
"OMN",2005,-39.78
"OMN",2000,-4.24
"OMN",1999,12.71
"OMN",2009,12.74
"OMN",2008,-4.18
"OMN",2010,-42.48
"OMN",1998,506.39
"PAK",1999,302.15
"PAK",2013,16.14
"PAK",1998,524.93
"PAK",1996,326.89
"PAK",2014,1600.2
"PAK",2017,421.7
"PAK",2005,409.57
"PAK",2018,-356.41
"PAK",1997,374.29
"PAK",2006,789.42
"PAK",2015,1655.97
"PAK",1995,135.5
"PAK",2011,601.45
"PAK",2007,831.88
"PAK",2003,-418.4
"PAK",2000,347.27
"PAK",2001,820.56
"PAK",2012,23.21
"PAK",2010,-41.96
"PAK",2004,899.71
"PAK",2008,-126.23
"PAK",2009,826.3
"PAK",2019,494.59
"PAK",2016,944.68
"PAK",2002,1453.57
"PLW",2018,0.54
"PLW",2016,3.28
"PLW",2014,0.18
"PLW",2019,4.69
"PLW",2015,0.45
"PLW",2017,3.34
"PAN",2000,-6.92
"PAN",2001,0.52
"PAN",2012,8.14
"PAN",2010,90.08
"PAN",2004,-9.21
"PAN",2011,68.76
"PAN",2002,-8.43
"PAN",1996,16.99
"PAN",2005,-10.17
"PAN",2007,-172.82
"PAN",2008,-10.88
"PAN",2009,18.57
"PAN",2018,-1.11
"PAN",1998,-7.08
"PAN",2003,-14.51
"PAN",2015,-21.33
"PAN",1999,-11.91
"PAN",2016,-21.02
"PAN",2013,-40.44
"PAN",2006,-20.81
"PAN",2019,40.33
"PAN",2017,-19.99
"PAN",1997,18.7
"PAN",2014,-233.7
"PAN",1995,-11.55
"PNG",2011,-13.49
"PNG",2012,44.27
"PNG",2013,76.83
"PNG",1997,41.81
"PNG",2006,-32.68
"PNG",1995,0.73
"PNG",2009,-7.51
"PNG",2014,48.8
"PNG",1999,13.42
"PNG",2010,-15.19
"PNG",2004,-32.89
"PNG",2019,61.17
"PNG",2018,212.73
"PNG",1996,62.35
"PNG",2007,-27.97
"PNG",1998,39.19
"PNG",2001,2.66
"PNG",2003,-30.98
"PNG",2000,33.61
"PNG",2008,-98.03
"PNG",2005,-29.73
"PNG",2017,42.74
"PNG",2016,68.16
"PNG",2002,-29.83
"PNG",2015,59.29
"PRY",2002,2.29
"PRY",2010,-40.35
"PRY",2012,-12.17
"PRY",2019,25.93
"PRY",2001,7.09
"PRY",2009,9.8
"PRY",2018,63.29
"PRY",2005,-0.85
"PRY",2013,28.44
"PRY",2003,0.64
"PRY",2004,-30.46
"PRY",1997,11.6
"PRY",2015,-35.27
"PRY",2011,-45.54
"PRY",2017,37.82
"PRY",2007,4.73
"PRY",1998,-1.23
"PRY",1999,-9.58
"PRY",2000,2.01
"PRY",2016,-0.97
"PRY",1995,21.99
"PRY",2006,-1.19
"PRY",2014,-17.88
"PRY",1996,-0.35
"PRY",2008,9.99
"PER",2009,-75.69
"PER",2019,98.95
"PER",1999,104.54
"PER",2010,-743.6
"PER",2018,112.2
"PER",2012,-48.29
"PER",2017,-358.63
"PER",2006,-55.89
"PER",2011,102.79
"PER",2002,104.5
"PER",2005,-70.35
"PER",2013,-78.32
"PER",2008,-43.29
"PER",1996,-28.08
"PER",1997,37.46
"PER",2016,-82.51
"PER",2000,99.47
"PER",2001,37.88
"PER",2015,-43.28
"PER",1995,-17.62
"PER",1998,77.64
"PER",2007,-170.26
"PER",2004,5.91
"PER",2014,-100.91
"PER",2003,38.2
"PHL",1997,192.88
"PHL",2003,288.5
"PHL",2013,-689.1
"PHL",2006,190.22
"PHL",2008,-385.76
"PHL",2004,64.63
"PHL",1996,331.19
"PHL",2007,154.54
"PHL",2015,-200.52
"PHL",2009,-234.4
"PHL",1998,156.13
"PHL",2014,-271.51
"PHL",2019,317.13
"PHL",2016,-345.17
"PHL",2017,-405.48
"PHL",2005,189.57
"PHL",2011,-725.77
"PHL",2000,170.35
"PHL",2001,167.6
"PHL",2012,-692.61
"PHL",2010,-49.15
"PHL",2018,-147.48
"PHL",1999,234.5
"PHL",2002,178.72
"PHL",1995,198.03
"RWA",1998,89.5
"RWA",2012,37.53
"RWA",2003,16
"RWA",2002,69.34
"RWA",2004,62.6
"RWA",2005,47.67
"RWA",2001,63.77
"RWA",1997,48.15
"RWA",1999,85.58
"RWA",2000,54.53
"RWA",1995,39.42
"RWA",1996,42.58
"RWA",2017,423.17
"RWA",2011,188.03
"RWA",2018,427.4
"RWA",2013,60.38
"RWA",2010,34.6
"RWA",2015,310.89
"RWA",2019,425.5
"RWA",2014,228.62
"RWA",2009,47.03
"RWA",2016,402.24
"RWA",2008,100.65
"RWA",2006,-1208.28
"RWA",2007,111.98
"KNA",2003,-0.33
"KNA",2004,-0.96
"KNA",2000,1.56
"KNA",2002,19.92
"KNA",2001,4.27
"KNA",1997,5.12
"KNA",1999,2.66
"KNA",2008,1.04
"KNA",1996,2.95
"KNA",2013,13.73
"KNA",2005,-0.54
"KNA",1998,0.12
"KNA",2012,-3.26
"KNA",1995,3
"KNA",2011,-4.04
"KNA",2006,0.03
"KNA",2010,0.7
"KNA",2007,-2.46
"KNA",2009,-2
"LCA",2003,-0.04
"LCA",2012,0.02
"LCA",2005,3.09
"LCA",2004,-26.73
"LCA",2007,6.59
"LCA",2013,7.34
"LCA",1998,-12.74
"LCA",1997,16.13
"LCA",1996,5.28
"LCA",2015,1.23
"LCA",2001,-5.26
"LCA",2006,10.13
"LCA",2002,13.67
"LCA",1995,5.32
"LCA",2018,0.48
"LCA",2000,-3.67
"LCA",1999,1.54
"LCA",2014,7.71
"LCA",2016,-8.56
"LCA",2009,12.75
"LCA",2008,-4.29
"LCA",2011,7.28
"LCA",2019,0.38
"LCA",2017,-0.1
"LCA",2010,11.18
"VCT",2001,2.65
"VCT",2013,0.94
"VCT",2014,1.21
"VCT",1999,0.97
"VCT",2002,-0.53
"VCT",2018,4.19
"VCT",2017,-2.41
"VCT",2000,1.34
"VCT",2015,-0.51
"VCT",2016,-7.36
"VCT",2010,2.6
"VCT",2007,1.81
"VCT",1995,0.04
"VCT",2019,39.37
"VCT",2006,-1.4
"VCT",1997,-0.89
"VCT",2012,-3.2
"VCT",2011,1.19
"VCT",2005,0.8
"VCT",1996,2.61
"VCT",2003,0.33
"VCT",2009,9.07
"VCT",2004,-0.37
"VCT",2008,0.35
"VCT",1998,6.94
"WSM",2000,6.24
"WSM",1995,2.13
"WSM",2005,6.61
"WSM",1998,1.39
"WSM",1997,-0.61
"WSM",2004,1.03
"WSM",2002,-0.46
"WSM",2001,3.59
"WSM",2010,25.54
"WSM",2006,3.4
"WSM",2003,2.73
"WSM",2008,2.27
"WSM",2009,10.85
"WSM",1996,-0.79
"WSM",2013,11.77
"WSM",2011,11.9
"WSM",2014,-2.18
"WSM",1999,-0.53
"WSM",2016,-2.99
"WSM",2007,5.32
"WSM",2012,24.13
"WSM",2019,11.17
"WSM",2015,4.14
"WSM",2017,16.48
"WSM",2018,-2.66
"STP",2002,-0.13
"STP",2012,11.9
"STP",2001,10.84
"STP",2008,-10.25
"STP",2005,0.17
"STP",1999,3.18
"STP",2004,-0.79
"STP",2018,7.37
"STP",2013,7.68
"STP",1998,4.74
"STP",2011,20.01
"STP",1997,4.1
"STP",1995,39.17
"STP",2003,2.5
"STP",2010,16.79
"STP",2007,-114.99
"STP",2017,3.18
"STP",2006,-7.14
"STP",2016,11.83
"STP",2000,9.75
"STP",1996,12.86
"STP",2019,10.3
"STP",2009,3.63
"STP",2015,15.65
"STP",2014,-1.82
"SAU",1997,-11.45
"SAU",2003,-0.63
"SAU",2002,-0.23
"SAU",1999,0.48
"SAU",1996,1.14
"SAU",2007,-158.93
"SAU",2004,-5.7
"SAU",2000,0.22
"SAU",1998,0.05
"SEN",2002,73.19
"SEN",2017,381.77
"SEN",2019,844.19
"SEN",2003,72.38
"SEN",2015,183.94
"SEN",2014,330.5
"SEN",2005,101.37
"SEN",2008,261.12
"SEN",2009,329.09
"SEN",2010,286.73
"SEN",2016,205.51
"SEN",1999,33.21
"SEN",2000,53.22
"SEN",2001,104.91
"SEN",2013,301.45
"SEN",2004,46.23
"SEN",2006,-2251.15
"SEN",2018,339.69
"SEN",1997,30.62
"SEN",1995,100.62
"SEN",1998,115.98
"SEN",2007,260.45
"SEN",1996,74.92
"SEN",2012,396.48
"SEN",2011,341.24
"SRB",2009,97.5
"SRB",2003,116.49
"SRB",1996,-0.02
"SRB",2008,62.43
"SRB",2001,7.56
"SRB",1995,-0.02
"SRB",2004,166.41
"SRB",1999,-0.02
"SRB",1997,-0.02
"SRB",2016,323.57
"SRB",2012,623.11
"SRB",2018,614.23
"SRB",2005,116.47
"SRB",2000,15.68
"SRB",2007,72.61
"SRB",2019,153.43
"SRB",1998,-0.02
"SRB",2015,2.57
"SRB",2002,263.45
"SRB",2017,1326.29
"SRB",2011,857.76
"SRB",2014,-35.02
"SRB",2013,389.13
"SRB",2006,52.06
"SRB",2010,80.13
"SYC",2011,0.57
"SYC",2004,-0.08
"SYC",1998,10.19
"SYC",2010,-20.2
"SYC",2002,49.24
"SYC",1999,0.7
"SYC",2003,0.32
"SYC",1997,4.29
"SYC",2007,-2.81
"SYC",2016,-11.08
"SYC",2012,8.19
"SYC",1996,1.47
"SYC",2013,8.72
"SYC",2005,3.84
"SYC",2017,-2.2
"SYC",2009,-2.13
"SYC",2008,-0.31
"SYC",2006,2.94
"SYC",2014,-1.41
"SYC",2015,-4
"SYC",2001,0.31
"SYC",1995,-3.03
"SYC",2000,8.64
"SLE",2008,66.95
"SLE",2004,44.07
"SLE",2003,-0.88
"SLE",2002,79.3
"SLE",2016,128.37
"SLE",2017,122.43
"SLE",1997,40.11
"SLE",2000,43.86
"SLE",2009,60.83
"SLE",2014,126.92
"SLE",2006,-331.13
"SLE",1999,-3.75
"SLE",2001,111.48
"SLE",2007,-16.77
"SLE",2005,41.5
"SLE",1995,101.81
"SLE",2018,97.75
"SLE",2019,120.95
"SLE",1996,88.64
"SLE",1998,23.95
"SLE",2012,61.33
"SLE",2013,-18.49
"SLE",2015,184.13
"SLE",2010,100.01
"SLE",2011,74.25
"SGP",1995,-9.21
"SVN",1996,46.45
"SVN",1997,55.18
"SVN",2002,-12.82
"SVN",2001,69.34
"SVN",1995,18.74
"SVN",1999,-10.48
"SVN",2000,26.28
"SVN",1998,-3.94
"SLB",2003,-21.34
"SLB",2005,-0.64
"SLB",2019,11.05
"SLB",2006,-0.61
"SLB",1995,1.29
"SLB",2012,-4.71
"SLB",1998,0.59
"SLB",2002,-3.28
"SLB",1999,9.07
"SLB",1997,7.37
"SLB",2010,7.64
"SLB",2013,-4.54
"SLB",2004,0.11
"SLB",1996,2.85
"SLB",2017,5.68
"SLB",2018,0.02
"SLB",2007,-4.34
"SLB",2008,-3.05
"SLB",2009,-1.86
"SLB",2011,7.95
"SLB",2014,-6.04
"SLB",2001,-2.57
"SLB",2016,7.37
"SLB",2015,-1.98
"SLB",2000,-1.18
"SOM",2014,-0.56
"SOM",2002,-1.57
"SOM",2013,-0.56
"SOM",2001,-1.56
"SOM",2000,-1.66
"SOM",2015,-0.46
"SOM",1995,-3.4
"SOM",1996,-5.5
"SOM",2007,-0.99
"SOM",2012,-0.54
"SOM",2011,-0.58
"SOM",1997,-12.33
"SOM",2006,-0.91
"SOM",2010,-0.56
"SOM",2004,-2.17
"SOM",2005,-0.9
"SOM",2009,-0.58
"SOM",2003,-1.29
"SOM",2008,-0.6
"SOM",1999,-2.33
"SOM",2016,-0.23
"SOM",2019,2.27
"SOM",1998,-3.96
"ZAF",2010,31.59
"ZAF",2007,61.74
"ZAF",2009,22.39
"ZAF",2012,2.81
"ZAF",2013,294.31
"ZAF",2008,167.14
"ZAF",2011,314.01
"ZAF",2004,26.01
"ZAF",2002,0.48
"ZAF",1997,52.45
"ZAF",2006,96.65
"ZAF",1995,18.43
"ZAF",1996,13.45
"ZAF",2016,291.27
"ZAF",2005,33.21
"ZAF",2003,53.27
"ZAF",2001,-4.35
"ZAF",2015,615.08
"ZAF",2000,44.11
"ZAF",2018,-15.56
"ZAF",2019,243.3
"ZAF",2014,181.59
"ZAF",1999,82.75
"ZAF",2017,47.07
"ZAF",1998,55.94
"SSD",2011,0.43
"SSD",2015,17.68
"SSD",2012,2.41
"SSD",2018,29.12
"SSD",2019,4.99
"SSD",2014,8.25
"SSD",2013,7.42
"SSD",2017,72.06
"SSD",2016,13.95
"LKA",2005,310.78
"LKA",2008,38
"LKA",2007,-14.37
"LKA",2006,199.18
"LKA",2017,55.02
"LKA",2000,33.11
"LKA",2009,76.46
"LKA",2001,86.07
"LKA",2013,90.98
"LKA",2018,-499.82
"LKA",1998,123.65
"LKA",2004,140.12
"LKA",1997,45.11
"LKA",1999,-17.62
"LKA",1995,185.76
"LKA",2011,231.93
"LKA",2016,149.22
"LKA",2012,178.62
"LKA",2002,57.68
"LKA",2003,291.04
"LKA",2015,193.89
"LKA",1996,108.51
"LKA",2019,-22.08
"LKA",2010,161.98
"LKA",2014,212.87
"SDN",2016,33.4
"SDN",2000,16.77
"SDN",2012,99.34
"SDN",2003,-5.13
"SDN",2004,12.7
"SDN",1995,17.01
"SDN",2001,-2.69
"SDN",2017,99.3
"SDN",1999,-6.01
"SDN",2018,6.65
"SDN",2014,79.74
"SDN",2013,117
"SDN",2002,7.98
"SDN",2011,126.55
"SDN",2019,323.24
"SDN",2015,179.02
"SDN",2005,33.83
"SDN",1998,-4.78
"SDN",2006,68.52
"SDN",1996,10.66
"SDN",2009,85.39
"SDN",2008,268.11
"SDN",2007,85.23
"SDN",1997,-12.05
"SDN",2010,53.83
"SUR",2015,0.62
"SUR",2004,-24.24
"SUR",1997,-1.76
"SUR",2005,0.32
"SUR",2003,-23.39
"SUR",2001,-0.3
"SUR",2010,-1.65
"SUR",2011,11.97
"SUR",2017,0.37
"SUR",2009,1.67
"SUR",2014,1.2
"SUR",2019,-7.74
"SUR",2012,20.32
"SUR",2002,-15.43
"SUR",2018,-5.21
"SUR",2000,-0.35
"SUR",2006,2.75
"SUR",2008,-1.62
"SUR",1996,0.9
"SUR",1995,4.37
"SUR",2016,-1.07
"SUR",1998,-0.88
"SUR",1999,-0.4
"SUR",2013,12.03
"SUR",2007,-6.96
"SYR",1996,109.22
"SYR",1997,78.17
"SYR",2005,-87.97
"SYR",2006,-159.6
"SYR",2012,26.37
"SYR",1995,194.66
"SYR",2000,57.14
"SYR",2001,44.23
"SYR",2015,-1.78
"SYR",2007,-143.53
"SYR",2008,-172.47
"SYR",2019,-0.42
"SYR",2004,-56.83
"SYR",2002,-48.19
"SYR",2003,-24.49
"SYR",2014,-7.03
"SYR",1998,9.87
"SYR",2010,-184.35
"SYR",2011,-86.48
"SYR",1999,127.91
"SYR",2018,-1.38
"SYR",2016,-10.31
"SYR",2017,-2.63
"SYR",2013,-42.09
"SYR",2009,-163.07
"TJK",2006,-63.41
"TJK",2016,12.22
"TJK",2005,63.11
"TJK",2008,-13.29
"TJK",2007,11.46
"TJK",2011,39.31
"TJK",2009,54.83
"TJK",2015,-9.2
"TJK",2010,89.3
"TJK",2000,47.63
"TJK",2001,53.98
"TJK",2017,20.69
"TJK",2014,-2.96
"TJK",2019,39.99
"TJK",1997,21.98
"TJK",2012,74.66
"TJK",2018,74.69
"TJK",1999,48.24
"TJK",2004,87.67
"TJK",1998,92.56
"TJK",1996,30.4
"TJK",2003,16.32
"TJK",2013,16.19
"TJK",2002,-0.91
"TZA",2003,525.99
"TZA",2002,127.32
"TZA",2013,983.89
"TZA",2012,775.72
"TZA",2014,933.27
"TZA",2015,909.11
"TZA",2001,120.16
"TZA",2016,678.75
"TZA",2005,279.71
"TZA",2006,-3894.78
"TZA",2004,231.56
"TZA",1996,189.72
"TZA",2008,532.26
"TZA",2009,1410.66
"TZA",2010,932.71
"TZA",2000,139.51
"TZA",1999,267.58
"TZA",2018,725.89
"TZA",2019,654.47
"TZA",2017,736.52
"TZA",2007,665.43
"TZA",2011,471.6
"TZA",1997,295.69
"TZA",1998,160.18
"TZA",1995,161.46
"THA",2001,71.5
"THA",2011,-444.01
"THA",2010,-292.54
"THA",1999,757.62
"THA",2000,465.09
"THA",2002,68.71
"THA",2012,-416.44
"THA",2013,-247.12
"THA",2014,106.33
"THA",1997,322.36
"THA",2015,-141.36
"THA",2005,-428.92
"THA",2009,-253.62
"THA",1998,418.27
"THA",1996,502.32
"THA",2008,-868.34
"THA",2003,-1167.35
"THA",2004,-193.18
"THA",1995,472.72
"THA",2007,-588.74
"THA",2018,-585.74
"THA",2017,48.43
"THA",2016,25.18
"THA",2006,-534.79
"THA",2019,-528.85
"TLS",2016,15.14
"TLS",2015,12.59
"TLS",2017,20.01
"TLS",2019,28.66
"TLS",2014,6.39
"TLS",2018,19.14
"TLS",2013,2.29
"TLS",2012,0.01
"TGO",2004,-14.24
"TGO",2001,-10.5
"TGO",2003,-20.24
"TGO",2007,-11.79
"TGO",2002,-7.59
"TGO",2005,-7.99
"TGO",2017,111.84
"TGO",2016,4.92
"TGO",2015,22.01
"TGO",2012,17.25
"TGO",2018,87.6
"TGO",2006,-10.87
"TGO",2000,-2.24
"TGO",2011,-117.01
"TGO",2008,-77.8
"TGO",2019,123.06
"TGO",1999,1.55
"TGO",2014,2.61
"TGO",1997,40.58
"TGO",2009,41.21
"TGO",2010,-84.71
"TGO",1996,57.4
"TGO",1998,37.64
"TGO",2013,5.55
"TGO",1995,37.6
"TON",1999,-1.38
"TON",2001,-1.93
"TON",2000,-1.75
"TON",2015,-0.25
"TON",1995,-1.17
"TON",2013,-2.57
"TON",2014,4.68
"TON",2003,0.97
"TON",1998,0.52
"TON",1996,-0.45
"TON",2010,0.76
"TON",2007,2.37
"TON",2016,5.84
"TON",1997,0.74
"TON",2002,-1.86
"TON",2006,1.57
"TON",2017,8.37
"TON",2004,-0.61
"TON",2012,-2.61
"TON",2009,1.19
"TON",2019,6.97
"TON",2008,0.97
"TON",2005,2.59
"TON",2018,5.89
"TON",2011,-0.44
"TTO",1999,16.59
"TTO",2010,-0.11
"TTO",1998,2.03
"TTO",2000,-7.82
"TTO",1995,9.12
"TTO",2007,1.03
"TTO",2004,-11.04
"TTO",2009,-0.12
"TTO",2005,-11.91
"TTO",2006,4.06
"TTO",2008,-0.19
"TTO",1997,20.27
"TTO",2001,-11.58
"TTO",2003,-10.14
"TTO",1996,3.11
"TTO",2002,-16.46
"TUN",2000,82.51
"TUN",2008,99.97
"TUN",1999,47.82
"TUN",2002,4.34
"TUN",2011,490.6
"TUN",1998,-8.05
"TUN",2010,246.52
"TUN",2005,82.2
"TUN",1997,-34.06
"TUN",2001,181.51
"TUN",2009,186.26
"TUN",2004,48.48
"TUN",1995,-105.28
"TUN",2007,-11.94
"TUN",2012,418.75
"TUN",2006,97.03
"TUN",2016,246.93
"TUN",1996,-113.98
"TUN",2019,275.11
"TUN",2015,74.87
"TUN",2017,373.69
"TUN",2018,316.66
"TUN",2013,293.93
"TUN",2003,71.54
"TUN",2014,385.48
"TUR",1998,-172
"TUR",2013,2082.6
"TUR",1996,-240.03
"TUR",2012,2346.01
"TUR",2001,-82.86
"TUR",1999,-238.43
"TUR",1995,-323.89
"TUR",2010,555.73
"TUR",2011,2616.26
"TUR",1997,-227.09
"TUR",2000,154.79
"TUR",2014,2467.4
"TUR",2015,1004.82
"TUR",2009,370.98
"TUR",2018,-344.37
"TUR",2019,-1219.81
"TUR",2008,448.44
"TUR",2003,-116.49
"TUR",2004,-142.05
"TUR",2007,24.21
"TUR",2017,1044.49
"TUR",2016,1322.85
"TUR",2002,-201.14
"TUR",2006,-29.64
"TUR",2005,-141.77
"TKM",2016,-3.82
"TKM",1999,1.74
"TKM",2001,45.41
"TKM",2015,-4.13
"TKM",2003,9.88
"TKM",2014,-3.98
"TKM",2013,-3.71
"TKM",2002,17.17
"TKM",2006,-6.28
"TKM",2004,3.92
"TKM",2012,-4.34
"TKM",2019,-3.02
"TKM",1995,14
"TKM",1996,11
"TKM",2018,-4.19
"TKM",2007,-10.53
"TKM",2000,12.86
"TKM",2017,-4.02
"TKM",2011,-4.16
"TKM",2008,-26.1
"TKM",2010,-1.35
"TKM",2009,4.02
"TKM",2005,-2.99
"TCA",1995,1.04
"TCA",1997,-0.35
"TCA",1998,-2.6
"TCA",2003,0.91
"TCA",2001,1.27
"TCA",2005,2.09
"TCA",1996,-0.1
"TCA",2004,1.92
"TCA",1999,-0.06
"TCA",2000,0.29
"TCA",2007,0.26
"TCA",2002,0.83
"TCA",2006,-0.69
"TUV",2011,-0.1
"TUV",2012,-0.46
"TUV",2019,1.68
"TUV",1997,-0.01
"TUV",2005,0.81
"TUV",2014,-0.51
"TUV",2017,4.73
"TUV",2002,-0.01
"TUV",2013,-0.5
"TUV",1998,-0.01
"TUV",2001,-0.01
"TUV",2016,3.12
"TUV",2018,2.88
"TUV",1999,-0.01
"TUV",2000,-0.01
"TUV",1995,0.25
"TUV",1996,0.12
"TUV",2015,1.67
"UGA",1995,287.21
"UGA",2009,481.2
"UGA",2005,110.58
"UGA",2003,240.56
"UGA",1997,321.11
"UGA",2010,439.59
"UGA",2007,468.37
"UGA",1996,208.76
"UGA",2004,-6.53
"UGA",2006,-3375.48
"UGA",2012,331.78
"UGA",2002,42.73
"UGA",2008,238.15
"UGA",2011,317.79
"UGA",2019,504.63
"UGA",2018,427.98
"UGA",2015,416.76
"UGA",1999,101.36
"UGA",2016,377.61
"UGA",2017,434.56
"UGA",1998,-11.72
"UGA",2013,450.25
"UGA",2014,303.24
"UGA",2001,254.99
"UGA",2000,160.69
"UKR",2013,148.34
"UKR",2011,178.47
"UKR",2012,139.99
"UKR",2018,72.84
"UKR",2009,49.85
"UKR",2010,47.74
"UKR",2014,291.02
"UKR",2008,-2.18
"UKR",2007,-4.63
"UKR",2017,91.13
"UKR",2005,-9.98
"UKR",2019,11.18
"UKR",2006,-5.68
"UKR",2016,379.77
"UKR",2015,455.44
"ARE",1995,-1.1
"URY",2007,-12.55
"URY",2017,20.03
"URY",2006,-10.75
"URY",2004,-8.41
"URY",2005,-23.9
"URY",2009,-1.79
"URY",2002,-8.87
"URY",2008,-15
"URY",2010,-2.75
"URY",2003,-15.47
"URY",2015,-5.94
"URY",2016,-6.7
"URY",2013,5.44
"URY",2011,-22.1
"URY",1995,21.3
"URY",1996,0.41
"URY",2012,-9.77
"URY",2014,61.76
"URY",1999,-2.93
"URY",2000,-3.2
"URY",2001,-6.48
"URY",1998,-2.27
"URY",1997,3.14
"UZB",2003,52.37
"UZB",2016,362.83
"UZB",2004,97.52
"UZB",2002,46.11
"UZB",2015,334.48
"UZB",2014,187.92
"UZB",2017,493.3
"UZB",2005,43.59
"UZB",2006,18.81
"UZB",2001,64.9
"UZB",2013,170.94
"UZB",1999,84.31
"UZB",2007,63.33
"UZB",2018,404.16
"UZB",2019,950.84
"UZB",2012,110.46
"UZB",2009,56.07
"UZB",2008,57.59
"UZB",2000,111.71
"UZB",1997,79.15
"UZB",1998,96.55
"UZB",2010,70.39
"UZB",2011,27.52
"UZB",1995,43.11
"UZB",1996,24.58
"VUT",1995,0.61
"VUT",1996,-0.02
"VUT",1997,-0.27
"VUT",2008,-1.23
"VUT",2009,-1.23
"VUT",2010,-1.2
"VUT",2003,-0.99
"VUT",2011,-2.25
"VUT",1998,0.28
"VUT",1999,-0.62
"VUT",2000,2.85
"VUT",2001,0.78
"VUT",2019,44.09
"VUT",2012,-3.94
"VUT",2013,-3.17
"VUT",2014,-1.89
"VUT",2015,25.46
"VUT",2004,-1.5
"VUT",2005,-1.36
"VUT",2006,-1.4
"VUT",2007,-1.54
"VUT",2018,35.67
"VUT",2002,-0.37
"VUT",2016,29.4
"VUT",2017,46.13
"VEN",1996,-5.61
"VEN",1997,-31.13
"VEN",1995,-7.68
"VEN",2008,1.51
"VEN",2007,6.13
"VEN",1998,-4.95
"VEN",2010,-1.66
"VEN",2011,-3.32
"VEN",2001,5.11
"VEN",2017,-2.22
"VEN",1999,8.61
"VEN",2000,16.06
"VEN",2016,-3.51
"VEN",2006,0.55
"VEN",2013,-3.98
"VEN",2015,-3.88
"VEN",2005,-14.43
"VEN",2002,8.98
"VEN",2004,-4.73
"VEN",2003,27.73
